,Split1,Split2,Split3,Split4,Split5
0,0.16893748939037323,0.0038381582126021385,0.0022172126919031143,0.0008093657670542598,0.0017004271503537893
1,0.021066611632704735,0.003948903176933527,0.0025835800915956497,0.0018706558039411902,0.0005228293593972921
2,0.045712925493717194,0.004111777059733868,0.0031717130914330482,0.0016761551378294826,0.0003889520012307912
3,0.012621430680155754,0.004249964375048876,0.0033464047592133284,0.0007499230559915304,0.000409147993195802
4,0.03706059977412224,0.00426896195858717,0.0029084798879921436,0.0009992478881031275,0.00044905193499289453
5,0.0077274637296795845,0.003951577935367823,0.0033809237647801638,0.0008542932919226587,0.0004944409593008459
6,0.012075251899659634,0.003827738342806697,0.00262539298273623,0.000585750734899193,0.0005111013306304812
7,0.006343711633235216,0.004000563640147448,0.0031179911457002163,0.0005132953519932926,0.0005412501632235944
8,0.009361854754388332,0.0037268472369760275,0.0025454929564148188,0.0004901542561128736,0.0005614311085082591
9,0.006386412773281336,0.003826650558039546,0.0042432877235114574,0.0005406645941548049,0.0005607880302704871
10,0.0070371851325035095,0.0038030219729989767,0.0019617644138634205,0.0005322007345966995,0.0005329481791704893
11,0.006300296168774366,0.00377144874073565,0.002048037713393569,0.0005128232878632843,0.000506142561789602
12,0.0061740390956401825,0.003769633825868368,0.0019120314391329885,0.0004933313466608524,0.00047839837498031557
13,0.0059213233180344105,0.003694562241435051,0.0017486514989286661,0.000637854915112257,0.00045142689486965537
14,0.0058222743682563305,0.0036838888190686703,0.001974401529878378,0.0007954209577292204,0.0004314514808356762
15,0.00571833923459053,0.00368754961527884,0.0016373639227822423,0.0007037218892946839,0.0004197566886432469
16,0.005459104664623737,0.003653554478660226,0.0022369404323399067,0.0007848779787309468,0.00041966512799263
17,0.005452531389892101,0.0036777344066649675,0.0015546252252534032,0.0006915030535310507,0.00041772163240239024
18,0.005346427205950022,0.0035752973053604364,0.0020687952637672424,0.0015579534228891134,0.0004220335395075381
19,0.005225653760135174,0.003634702181443572,0.0028137248009443283,0.0014991105999797583,0.00042968348134309053
20,0.005192263051867485,0.0035774747375398874,0.004515483975410461,0.0007570853922516108,0.00044516922207549214
21,0.005033751484006643,0.0035285798367112875,0.0015868896152824163,0.0013030334375798702,0.00046429457142949104
22,0.0050103506073355675,0.003538180375471711,0.0023936741054058075,0.0008153863600455225,0.000482475443277508
23,0.004956451710313559,0.0034704545978456736,0.0019536432810127735,0.0006327662267722189,0.0005071033374406397
24,0.005013509653508663,0.0035132188349962234,0.0014405634719878435,0.001143799046985805,0.00054347631521523
25,0.004782574716955423,0.0034664440900087357,0.0016781485173851252,0.001024192082695663,0.0005348604754544795
26,0.0048487125895917416,0.003442711429670453,0.001526758773252368,0.0005525886081159115,0.0005375499604269862
27,0.004725660663098097,0.0034321194980293512,0.001447295886464417,0.0005757588078267872,0.0005115775275044143
28,0.004769816529005766,0.0033805323764681816,0.0016060946509242058,0.0004951756563968956,0.00048618257278576493
29,0.004674034658819437,0.003461161395534873,0.0014885314740240574,0.0005095317028462887,0.00046540069160982966
30,0.004713803064078093,0.0033946996554732323,0.0023194728419184685,0.00047618296230211854,0.0004295320250093937
31,0.004622821230441332,0.0032713222317397594,0.001864279038272798,0.0006956335273571312,0.0004178822855465114
32,0.004636362660676241,0.0033058172557502985,0.001690677716396749,0.0008830680162645876,0.0003930978709831834
33,0.004591114819049835,0.0033132731914520264,0.004373141098767519,0.0006309346063062549,0.00037997483741492033
34,0.004740046802908182,0.0032705131452530622,0.003924977965652943,0.0005481705302372575,0.0003787389141507447
35,0.004469863139092922,0.0033127653878182173,0.0018247750122100115,0.0004920627688989043,0.0003791440976783633
36,0.004551113583147526,0.003283440601080656,0.0039047710597515106,0.0006011979421600699,0.00039602600736543536
37,0.00464667147025466,0.003559158882126212,0.002762129530310631,0.0005778642953373492,0.0004140292585361749
38,0.004427158273756504,0.003251926274970174,0.0013322026934474707,0.0006325449794530869,0.00044278724817559123
39,0.004443996585905552,0.0034365379251539707,0.001321467338129878,0.0005906883743591607,0.0005068649188615382
40,0.004590589553117752,0.0032342025078833103,0.001416038372553885,0.0012167001841589808,0.0005910780746489763
41,0.004361656494438648,0.0032025843393057585,0.0014225748600438237,0.0012000853894278407,0.0006410118658095598
42,0.004387972876429558,0.0031951696146279573,0.0013744260650128126,0.000674061942845583,0.0006150801782496274
43,0.004515679553151131,0.003060433082282543,0.0013238597894087434,0.000983384088613093,0.00048159685684368014
44,0.00428395951166749,0.004473541863262653,0.0013030795380473137,0.0006877623964101076,0.0004191785119473934
45,0.004305901471525431,0.0053075882606208324,0.0012958729639649391,0.0005844318075105548,0.00038845062954351306
46,0.004427590873092413,0.002826372627168894,0.001300106756389141,0.0010763476602733135,0.0003813109651673585
47,0.0042011612094938755,0.0035575153306126595,0.00129668228328228,0.0008591586956754327,0.0003645700926426798
48,0.004218517802655697,0.006956158205866814,0.00128170195966959,0.0007280950085259974,0.00035876448964700103
49,0.004345150664448738,0.003126907628029585,0.001266211736947298,0.002095818519592285,0.00036119416472502053
